Gene ID,PF3D7_0523000,PF3D7_0523000,hybrid,hybrid
KGNG-NTG-052-2021-MSMT-1,15.0,15.0,33.0,33.0
KGMI-KYK-064-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-016-2021-MSMT-1,58.0,58.0,96.0,96.0
KGKA-BKG-272-2021-MSMT-1,13.0,13.0,11.0,11.0
KGNG-CVU-178-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-097-2021-MSMT-1,12.0,12.0,16.0,16.0
KGKY-RUG-023-2021-MSMT-1,16.0,16.0,9.0,9.0
KGBR-BTU-025-2021-MSMT-1,13.0,13.0,18.0,18.0
KGNG-NTG-003-2021-MSMT-1,4.0,4.0,0.0,0.0
KGMU-NSB-325-2021-MSMT-1,73.0,73.0,123.0,123.0
KGMU-NSB-200-2021-MSMT-1,3.0,3.0,0.0,0.0
KGNG-CVU-226-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-041-2021-MSMT-1,27.0,27.0,38.0,38.0
KGBI-KZB-041-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-193-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-104-2021-MSMT-1,4.0,4.0,5.0,5.0
KGKA-BKG-111-2021-MSMT-1,7.0,7.0,4.0,4.0
KGBI-KZB-032-2021-MSMT-1,134.0,134.0,166.0,166.0
KGNG-CVU-072-2021-MSMT-1,0.0,0.0,3.0,3.0
KGNG-CVU-214-2021-MSMT-1,49.0,49.0,77.0,77.0
KGMU-NSB-288-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-266-2021-MSMT-1,8.0,8.0,7.0,7.0
KGKA-BKG-262-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-027-2021-MSMT-1,7.0,7.0,12.0,12.0
KGNG-CVU-042-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBR-BTU-042-2021-MSMT-1,132.0,132.0,251.0,251.0
KGNG-CVU-141-2021-MSMT-1,3.0,3.0,0.0,0.0
KGMU-NSB-322-2021-MSMT-1,100.0,100.0,178.0,178.0
KGMU-RSW-033-2021-MSMT-1,43.0,43.0,100.0,100.0
KGNG-CVU-066-2021-MSMT-1,0.0,0.0,4.0,4.0
KGNG-CVU-030-2021-MSMT-1,255.0,255.0,193.0,193.0
KGKA-BKG-035-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-011-2021-MSMT-1,3.0,3.0,3.0,3.0
KGKA-BKG-087-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-003-2021-MSMT-1,190.0,190.0,141.0,141.0
KGNG-NTG-033-2021-MSMT-1,3.0,3.0,0.0,0.0
KGKA-BKG-221-2021-MSMT-1,58.0,58.0,127.0,127.0
KGKA-BKG-269-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-146-2021-MSMT-1,11.0,11.0,16.0,16.0
KGNG-CVU-233-2021-MSMT-1,3.0,3.0,0.0,0.0
KGMU-NSB-223-2021-MSMT-1,10.0,10.0,10.0,10.0
KGKA-BKG-096-2021-MSMT-1,17.0,17.0,33.0,33.0
KGKA-BKG-196-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-002-2021-MSMT-1,144.0,144.0,167.0,167.0
KGNG-CVU-068-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-086-2021-MSMT-1,24.0,24.0,45.0,45.0
KGKA-BKG-186-2021-MSMT-1,5.0,5.0,3.0,3.0
KGBR-BTU-013-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-057-2021-MSMT-1,8.0,8.0,0.0,0.0
KGMU-NSB-356-2021-MSMT-1,20.0,20.0,23.0,23.0
KGKA-BKG-197-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-260-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-269-2021-MSMT-1,3.0,3.0,6.0,6.0
KGNG-CVU-134-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-224-2021-MSMT-1,3.0,3.0,0.0,0.0
KGKY-RWB-068-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-015-2021-MSMT-1,366.0,366.0,364.0,364.0
KGKA-BKG-032-2021-MSMT-1,16.0,16.0,22.0,22.0
KGKA-BKG-167-2021-MSMT-1,2006.0,2006.0,5261.0,5261.0
KGMI-KYK-015-2021-MSMT-1,22.0,22.0,22.0,22.0
KGMI-KYK-066-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-050-2021-MSMT-1,17.0,17.0,67.0,67.0
KGBI-KZB-025-2021-MSMT-1,162.0,162.0,255.0,255.0
KGKY-RWB-029-2021-MSMT-1,10.0,10.0,9.0,9.0
KGKA-BKG-164-2021-MSMT-1,3.0,3.0,0.0,0.0
KGKA-BKG-234-2021-MSMT-1,6.0,6.0,0.0,0.0
KGBI-KZB-042-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-156-2021-MSMT-1,48.0,48.0,51.0,51.0
KGKA-BKG-088-2021-MSMT-1,30.0,30.0,69.0,69.0
KGKA-BKG-081-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-176-2021-MSMT-1,8.0,8.0,3.0,3.0
KGMU-NSB-040-2021-MSMT-1,293.0,293.0,396.0,396.0
KGNG-CVU-172-2021-MSMT-1,40.0,40.0,71.0,71.0
KGKY-RWB-121-2021-MSMT-1,28.0,28.0,73.0,73.0
KGMU-NSB-336-2021-MSMT-1,13.0,13.0,17.0,17.0
KGBR-BTU-022-2021-MSMT-1,36.0,36.0,46.0,46.0
KGKY-RWB-069-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-017-2021-MSMT-1,336.0,336.0,519.0,519.0
KGBR-BUZ-003-2021-MSMT-1,157.0,157.0,129.0,129.0
KGMU-NSB-043-2021-MSMT-1,4.0,4.0,19.0,19.0
KGMU-NSB-283-2021-MSMT-1,32.0,32.0,28.0,28.0
KGNG-CVU-220-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-216-2021-MSMT-1,5.0,5.0,16.0,16.0
KGMU-NSB-312-2021-MSMT-1,43.0,43.0,119.0,119.0
KGKA-BKG-024-2021-MSMT-1,20.0,20.0,28.0,28.0
KGBR-BTU-036-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBR-BTU-028-2021-MSMT-1,336.0,336.0,384.0,384.0
KGMU-NSB-014-2021-MSMT-1,133.0,133.0,157.0,157.0
KGNG-NTG-037-2021-MSMT-1,87.0,87.0,130.0,130.0
KGKA-BKG-172-2021-MSMT-1,8.0,8.0,0.0,0.0
KGBR-BTU-023-2021-MSMT-1,2667.0,2667.0,7662.0,7662.0
KGNG-CVU-200-2021-MSMT-1,3.0,3.0,0.0,0.0
KGKA-BKG-047-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-027-2021-MSMT-1,273.0,273.0,288.0,288.0
KGKY-RUG-051-2021-MSMT-1,22.0,22.0,76.0,76.0
KGKA-BKG-001-2021-MSMT-1,123.0,123.0,139.0,139.0
KGMI-KYK-078-2021-MSMT-1,9.0,9.0,9.0,9.0
KGMU-NSB-275-2021-MSMT-1,9.0,9.0,10.0,10.0
KGKA-BKG-019-2021-MSMT-1,11.0,11.0,9.0,9.0
KGBR-BTU-047-2021-MSMT-1,16.0,16.0,19.0,19.0
KGKY-RWB-058-2021-MSMT-1,3.0,3.0,6.0,6.0
KGMU-NSB-025-2021-MSMT-1,156.0,156.0,271.0,271.0
KGMU-NSB-154-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-081-2021-MSMT-1,10.0,10.0,14.0,14.0
KGKA-BKG-064-2021-MSMT-1,13.0,13.0,31.0,31.0
KGKA-BKG-113-2021-MSMT-1,7.0,7.0,7.0,7.0
KGNG-CVU-147-2021-MSMT-1,4.0,4.0,0.0,0.0
KGKY-RUG-017-2021-MSMT-1,11.0,11.0,12.0,12.0
KGKY-RUG-033-2021-MSMT-1,0.0,0.0,3.0,3.0
KGKA-BKG-016-2021-MSMT-1,73.0,73.0,104.0,104.0
KGKA-BKG-119-2021-MSMT-1,10.0,10.0,15.0,15.0
KGNG-CVU-099-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-278-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-025-2021-MSMT-1,7.0,7.0,7.0,7.0
KGKY-BKG-157-2021-MSMT-1,5.0,5.0,3.0,3.0
KGKY-RWB-013-2021-MSMT-1,230.0,230.0,205.0,205.0
KGMU-NSB-263-2021-MSMT-1,7.0,7.0,0.0,0.0
KGKY-RWB-145-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-194-2021-MSMT-1,14.0,14.0,28.0,28.0
KGNG-CVU-011-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-063-2021-MSMT-1,15.0,15.0,18.0,18.0
KGBI-KZB-038-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-137-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-036-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-RSW-015-2021-MSMT-1,126.0,126.0,110.0,110.0
KGKY-RWB-051-2021-MSMT-1,14.0,14.0,23.0,23.0
KGKA-BKG-030-2021-MSMT-1,301.0,301.0,309.0,309.0
KGKY-BKG-154-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-134-2021-MSMT-1,26.0,26.0,54.0,54.0
KGMU-NSB-313-2021-MSMT-1,0.0,0.0,3.0,3.0
KGKY-RUG-003-2021-MSMT-1,127.0,127.0,183.0,183.0
KGKA-BKG-008-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-017-2021-MSMT-1,0.0,0.0,3.0,3.0
KGMU-NSB-227-2021-MSMT-1,36.0,36.0,50.0,50.0
KGNG-CVU-140-2021-MSMT-1,53.0,53.0,52.0,52.0
KGKY-RUG-075-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-346-2021-MSMT-1,108.0,108.0,157.0,157.0
KGMU-NSB-298-2021-MSMT-1,12.0,12.0,14.0,14.0
KGKA-BKG-214-2021-MSMT-1,4.0,4.0,0.0,0.0
KGKY-RUG-006-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-213-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RUG-021-2021-MSMT-1,19.0,19.0,33.0,33.0
KGBR-BTU-029-2021-MSMT-1,163.0,163.0,165.0,165.0
KGKY-RWB-126-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-222-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-116-2021-MSMT-1,8.0,8.0,3.0,3.0
KGKA-BKG-005-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-149-2021-MSMT-1,70.0,70.0,77.0,77.0
KGKA-BKG-128-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-017-2021-MSMT-1,340.0,340.0,275.0,275.0
KGMU-NSB-033-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-010-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-044-2021-MSMT-1,9.0,9.0,15.0,15.0
KGNG-CVU-154-2021-MSMT-1,16.0,16.0,33.0,33.0
KGNG-CVU-243-2021-MSMT-1,26.0,26.0,29.0,29.0
KGNG-CVU-023-2021-MSMT-1,135.0,135.0,176.0,176.0
KGMU-NSB-332-2021-MSMT-1,57.0,57.0,88.0,88.0
KGBI-KZB-046-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-171-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-BKG-149-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-037-2021-MSMT-1,29.0,29.0,51.0,51.0
KGMU-NSB-289-2021-MSMT-1,4.0,4.0,8.0,8.0
KGMU-NSB-220-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-NTG-043-2021-MSMT-1,23.0,23.0,16.0,16.0
KGKY-RWB-133-2021-MSMT-1,7.0,7.0,0.0,0.0
KGKY-RWB-137-2021-MSMT-1,16.0,16.0,56.0,56.0
KGKY-RWB-124-2021-MSMT-1,4.0,4.0,0.0,0.0
KGNG-CVU-235-2021-MSMT-1,0.0,0.0,0.0,0.0
KGNG-CVU-015-2021-MSMT-1,239.0,239.0,259.0,259.0
KGMI-KYK-075-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-053-2021-MSMT-1,3.0,3.0,4.0,4.0
KGMI-KYK-002-2021-MSMT-1,259.0,259.0,299.0,299.0
KGNG-CVU-208-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-254-2021-MSMT-1,23.0,23.0,33.0,33.0
KGKY-RWB-183-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-213-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-206-2021-MSMT-1,10.0,10.0,11.0,11.0
KGNG-CVU-115-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-232-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-263-2021-MSMT-1,9.0,9.0,4.0,4.0
KGMU-NSB-348-2021-MSMT-1,26.0,26.0,44.0,44.0
KGBR-BTU-051-2021-MSMT-1,43.0,43.0,84.0,84.0
KGKA-BKG-168-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMI-KYK-080-2021-MSMT-1,5.0,5.0,6.0,6.0
KGKY-RWB-046-2021-MSMT-1,283.0,283.0,326.0,326.0
KGNG-CVU-183-2021-MSMT-1,0.0,0.0,0.0,0.0
KGBI-KZB-002-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKA-BKG-143-2021-MSMT-1,10.0,10.0,4.0,4.0
KGKY-RWB-054-2021-MSMT-1,0.0,0.0,0.0,0.0
KGKY-RWB-018-2021-MSMT-1,3.0,3.0,10.0,10.0
KGKY-RUG-065-2021-MSMT-1,6.0,6.0,0.0,0.0
KGKY-RWB-040-2021-MSMT-1,119.0,119.0,160.0,160.0
KGMU-NSB-210-2021-MSMT-1,0.0,0.0,0.0,0.0
KGMU-NSB-277-2021-MSMT-1,4.0,4.0,6.0,6.0
KGKY-RUG-036-2021-MSMT-1,0.0,0.0,0.0,0.0
